"Sample Collection Date","Site Name","County","PCR Pathogen Target","PCR Gene Target","Normalized Pathogen Concentration (gene copies/person/day)","Date/Time Updated"
2024-11-06,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-08,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-13,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-15,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-20,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-22,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-04,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-06,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-11,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-12,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-18,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-20,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-08,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-10,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-15,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-17,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-22,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-24,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-29,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-31,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-05,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",44468116.7641917,2025-09-17 09:04:27.907552
2025-02-07,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-12,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-14,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-19,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-21,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-26,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-28,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-05,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-07,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-12,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-14,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-19,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-21,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-26,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-02,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-04,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-09,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-11,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-16,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-18,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-23,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-25,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-30,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-02,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-07,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-09,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-13,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-16,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-21,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-23,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-28,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-30,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-04,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-06,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-11,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-13,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-18,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-20,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-25,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-27,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-02,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-09,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-11,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-16,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-18,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-23,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-25,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-07-30,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-06,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-08,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-13,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-15,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-20,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-22,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-27,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-08-29,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-09-03,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-09-05,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-09-10,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-09-12,"City of Pasco Wastewater Treatment Plant","Franklin","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-09-13,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",989706626.791375,2025-09-17 09:04:27.907552
2024-09-18,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",2328255823.43805,2025-09-17 09:04:27.907552
2024-09-20,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1138906513.8371,2025-09-17 09:04:27.907552
2024-09-25,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",383911831.880198,2025-09-17 09:04:27.907552
2024-09-27,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",212895741.573708,2025-09-17 09:04:27.907552
2024-10-04,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",44034166.0150734,2025-09-17 09:04:27.907552
2024-10-11,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",108508156.229187,2025-09-17 09:04:27.907552
2024-10-18,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",305133337.144006,2025-09-17 09:04:27.907552
2024-10-23,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",114789779.301566,2025-09-17 09:04:27.907552
2024-10-25,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",45320238.2351875,2025-09-17 09:04:27.907552
2024-11-01,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",43647555.3476771,2025-09-17 09:04:27.907552
2024-11-06,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",278075640.034984,2025-09-17 09:04:27.907552
2024-11-08,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-11-13,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",503955458.537063,2025-09-17 09:04:27.907552
2024-11-15,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",142387604.20014,2025-09-17 09:04:27.907552
2024-11-20,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-11-22,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-04,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",44838947.4043473,2025-09-17 09:04:27.907552
2024-12-06,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2024-12-11,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",207867864.208495,2025-09-17 09:04:27.907552
2024-12-12,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",281188092.607933,2025-09-17 09:04:27.907552
2024-12-18,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",712087164.801022,2025-09-17 09:04:27.907552
2024-12-20,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",901063450.911747,2025-09-17 09:04:27.907552
2025-01-08,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",681277518.243675,2025-09-17 09:04:27.907552
2025-01-10,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",509676575.041854,2025-09-17 09:04:27.907552
2025-01-15,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",421545393.417497,2025-09-17 09:04:27.907552
2025-01-17,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",43742235.5111211,2025-09-17 09:04:27.907552
2025-01-22,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",379376291.364894,2025-09-17 09:04:27.907552
2025-01-24,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",336365482.659274,2025-09-17 09:04:27.907552
2025-01-29,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1111151970.72513,2025-09-17 09:04:27.907552
2025-01-31,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",437780246.129029,2025-09-17 09:04:27.907552
2025-02-05,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",900034683.307239,2025-09-17 09:04:27.907552
2025-02-07,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",394395180.263053,2025-09-17 09:04:27.907552
2025-02-12,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",205886073.130236,2025-09-17 09:04:27.907552
2025-02-14,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",398487437.27027,2025-09-17 09:04:27.907552
2025-02-19,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",350007767.066749,2025-09-17 09:04:27.907552
2025-02-21,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-02-26,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",519649822.772706,2025-09-17 09:04:27.907552
2025-02-28,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",289879100.411001,2025-09-17 09:04:27.907552
2025-03-05,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",203898871.756923,2025-09-17 09:04:27.907552
2025-03-07,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",102268823.629813,2025-09-17 09:04:27.907552
2025-03-12,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",746803359.987859,2025-09-17 09:04:27.907552
2025-03-14,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",182420947.194408,2025-09-17 09:04:27.907552
2025-03-19,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",415353220.556676,2025-09-17 09:04:27.907552
2025-03-21,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-03-26,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-04-02,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",122687412.420766,2025-09-17 09:04:27.907552
2025-04-04,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",315882691.700347,2025-09-17 09:04:27.907552
2025-04-09,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",146169670.957599,2025-09-17 09:04:27.907552
2025-04-11,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",288054568.575643,2025-09-17 09:04:27.907552
2025-04-16,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",527112468.169569,2025-09-17 09:04:27.907552
2025-04-18,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",543143848.701281,2025-09-17 09:04:27.907552
2025-04-23,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",272312142.885604,2025-09-17 09:04:27.907552
2025-04-25,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",227773557.028335,2025-09-17 09:04:27.907552
2025-04-30,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",508220394.128085,2025-09-17 09:04:27.907552
2025-05-02,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",470074838.335515,2025-09-17 09:04:27.907552
2025-05-07,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",475329767.749824,2025-09-17 09:04:27.907552
2025-05-09,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",412751409.665236,2025-09-17 09:04:27.907552
2025-05-13,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",538297306.39196,2025-09-17 09:04:27.907552
2025-05-16,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",115631170.354039,2025-09-17 09:04:27.907552
2025-05-21,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",803503883.354261,2025-09-17 09:04:27.907552
2025-05-23,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",342129024.894446,2025-09-17 09:04:27.907552
2025-05-28,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",273250603.648502,2025-09-17 09:04:27.907552
2025-05-30,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-06-04,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",50993158.0282063,2025-09-17 09:04:27.907552
2025-06-06,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",262332087.200142,2025-09-17 09:04:27.907552
2025-06-11,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",226789469.443815,2025-09-17 09:04:27.907552
2025-06-13,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",198251695.951203,2025-09-17 09:04:27.907552
2025-06-18,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-06-20,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-06-25,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",203430745.977381,2025-09-17 09:04:27.907552
2025-06-27,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",463156198.106326,2025-09-17 09:04:27.907552
2025-07-02,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",197057553.661214,2025-09-17 09:04:27.907552
2025-07-09,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",558916842.558375,2025-09-17 09:04:27.907552
2025-07-11,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",315086927.469496,2025-09-17 09:04:27.907552
2025-07-16,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",997862195.727271,2025-09-17 09:04:27.907552
2025-07-18,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",559382082.847222,2025-09-17 09:04:27.907552
2025-07-23,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",298671551.246331,2025-09-17 09:04:27.907552
2025-07-25,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1002871227.23138,2025-09-17 09:04:27.907552
2025-07-30,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",0,2025-09-17 09:04:27.907552
2025-08-06,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",180455882.945024,2025-09-17 09:04:27.907552
2025-08-08,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",349961553.183028,2025-09-17 09:04:27.907552
2025-08-13,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",488438550.085586,2025-09-17 09:04:27.907552
2025-08-15,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1200148137.11258,2025-09-17 09:04:27.907552
2025-08-20,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1048223569.2557,2025-09-17 09:04:27.907552
2025-08-22,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",3206289814.76765,2025-09-17 09:04:27.907552
2025-08-27,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1201101049.67528,2025-09-17 09:04:27.907552
2025-08-29,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",3690451006.86408,2025-09-17 09:04:27.907552
2025-09-03,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",1666386875.03696,2025-09-17 09:04:27.907552
2025-09-05,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",3546799981.41053,2025-09-17 09:04:27.907552
2025-09-10,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",698455538.49446,2025-09-17 09:04:27.907552
2025-09-12,"City of Pasco Wastewater Treatment Plant","Franklin","sars-cov-2","n",3277902191.91898,2025-09-17 09:04:27.907552
2024-10-17,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-07,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-03,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-05,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-10,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-12,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",131905435.968811,2025-09-17 09:04:27.907552
2024-12-19,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",96336022.9474487,2025-09-17 09:04:27.907552
2024-12-31,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",106685651.485437,2025-09-17 09:04:27.907552
2025-01-07,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",241428947.812028,2025-09-17 09:04:27.907552
2025-01-09,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",82058737.1617082,2025-09-17 09:04:27.907552
2025-03-20,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",69109816.1204561,2025-09-17 09:04:27.907552
2025-03-27,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-03,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",30041479.6061212,2025-09-17 09:04:27.907552
2025-04-10,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-24,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-01,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-08,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-15,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-22,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-29,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-05,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-12,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-03,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-10,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-17,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-24,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-31,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-07,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-14,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-21,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-27,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-04,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-11,"City of West Richland WWTP","Benton","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-10-17,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-07,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-03,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-05,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-10,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-12,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-19,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-31,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-07,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-09,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-20,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-27,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-03,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-10,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-24,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-01,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-08,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-15,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-22,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-29,"City of West Richland WWTP","Benton","FLUBV","InfB",0,2025-09-17 09:04:27.907552
