"Sample Collection Date","Site Name","County","PCR Pathogen Target","PCR Gene Target","Normalized Pathogen Concentration (gene copies/person/day)","Date/Time Updated"
2024-09-16,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-10-07,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-10-21,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-04,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-06,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-08,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-12,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-13,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-15,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-18,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-20,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-22,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-11-25,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-02,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-04,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",83661325.0593206,2025-09-17 09:04:27.907552
2024-12-06,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",81977360.2316972,2025-09-17 09:04:27.907552
2024-12-09,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",208330505.817413,2025-09-17 09:04:27.907552
2024-12-13,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",80317800.6914306,2025-09-17 09:04:27.907552
2024-12-16,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-12-18,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",456899612.67611,2025-09-17 09:04:27.907552
2024-12-20,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",90079915.6341751,2025-09-17 09:04:27.907552
2024-12-23,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",228477000.80111,2025-09-17 09:04:27.907552
2024-12-27,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",323254027.769379,2025-09-17 09:04:27.907552
2024-12-30,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",167200623.681857,2025-09-17 09:04:27.907552
2025-01-02,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",294490095.549367,2025-09-17 09:04:27.907552
2025-01-06,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",146919829.888305,2025-09-17 09:04:27.907552
2025-01-08,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",355452550.943818,2025-09-17 09:04:27.907552
2025-01-10,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",675881980.483906,2025-09-17 09:04:27.907552
2025-01-13,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",418232712.140608,2025-09-17 09:04:27.907552
2025-01-15,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",393651706.714777,2025-09-17 09:04:27.907552
2025-01-17,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",288417781.13741,2025-09-17 09:04:27.907552
2025-01-20,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",307418482.744398,2025-09-17 09:04:27.907552
2025-01-22,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",518186449.20423,2025-09-17 09:04:27.907552
2025-01-24,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",591544419.776623,2025-09-17 09:04:27.907552
2025-01-29,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",870163687.228431,2025-09-17 09:04:27.907552
2025-01-31,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",1045207333.51407,2025-09-17 09:04:27.907552
2025-02-03,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",628353171.462166,2025-09-17 09:04:27.907552
2025-02-05,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",1026832801.85127,2025-09-17 09:04:27.907552
2025-02-07,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",707729067.520406,2025-09-17 09:04:27.907552
2025-02-10,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",434560825.593843,2025-09-17 09:04:27.907552
2025-02-12,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",563046296.000624,2025-09-17 09:04:27.907552
2025-02-14,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",537957800.056555,2025-09-17 09:04:27.907552
2025-02-19,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",278651761.348688,2025-09-17 09:04:27.907552
2025-02-21,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",349658875.184084,2025-09-17 09:04:27.907552
2025-02-24,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-02-26,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-02-28,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",103820092.416088,2025-09-17 09:04:27.907552
2025-03-03,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-05,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-07,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",94009166.8986298,2025-09-17 09:04:27.907552
2025-03-10,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-12,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",83929783.2202461,2025-09-17 09:04:27.907552
2025-03-14,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-17,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-19,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-24,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-26,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-28,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-03-31,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-02,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-04,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-07,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-09,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-11,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-14,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-16,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-18,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-21,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-23,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-25,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-28,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-04-30,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-02,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-07,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-09,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-12,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-14,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-16,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-19,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-20,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-23,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-28,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-05-30,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-02,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-04,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-06,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-09,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-11,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-13,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-16,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-18,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-20,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-23,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-25,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-27,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-06-30,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-02,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-07,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-08,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-11,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-14,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-16,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-18,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-21,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-23,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-25,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-28,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-07-30,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-01,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-04,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-06,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-08,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-11,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-13,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-15,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-18,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-20,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-22,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-25,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-27,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-08-29,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-03,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-05,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-08,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-10,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2025-09-12,"Riverside Park Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2025-09-17 09:04:27.907552
2024-09-16,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-10-07,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-10-21,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-04,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-06,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-08,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-12,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-13,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-15,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-18,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-20,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-22,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-11-25,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-02,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-04,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-06,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-09,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-13,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-16,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-18,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-20,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-23,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-27,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2024-12-30,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-02,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-06,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-08,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-10,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-13,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-15,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-17,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-20,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-22,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-24,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-29,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-01-31,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-03,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-05,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-07,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-10,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-12,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-14,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-19,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-21,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-24,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-26,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-02-28,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-03,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-05,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-07,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-10,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-12,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-14,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-17,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-19,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-24,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-26,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-28,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-03-31,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-02,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-04,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-07,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-09,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-11,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-14,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-16,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-18,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-21,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-23,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-25,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-28,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-04-30,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-02,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-07,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-09,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-12,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-14,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-16,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-19,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-20,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-23,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-28,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-05-30,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-02,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-04,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-06,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-09,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-11,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
2025-06-13,"Riverside Park Water Reclamation Facility","Spokane","FLUBV","InfB",0,2025-09-17 09:04:27.907552
